Rank,Artist,Album,Date,Genres,RYM Rating,Ratings,RYM Ratings,Reviews
90,Yann Tiersen,Good Bye Lenin!,7-Feb-03,"Film Score, Modern Classical",3.72,697,,5
91,菅野よう子 [Yoko Kanno],攻殻機動隊: Stand Alone Complex O.S.T. (Ghost in the Shell: Stand Alone Complex O.S.T.),22-Jan-03,"Electronic, Television Music, Art Pop",3.7,337,,1
92,菅野よう子 [Yoko Kanno],Wolf's Rain,29-Mar-03,"Television Music, Western Classical Music, Modern Classical",3.71,180,,5
93,Bonnie 'Prince' Billy,Master and Everyone,28-Jan-03,"Contemporary Folk, Americana, Singer/Songwriter",3.69,1885,,43
94,Oceansize,Effloresce,29-Sep-03,Progressive Rock,3.68,1605,,41
95,Richard Thompson,The Old Kit Bag,6-May-03,Folk Rock,3.73,312,,12
96,Lucinda Williams,World Without Tears,8-Apr-03,"Alt-Country, Singer/Songwriter",3.71,755,,37
97,Melt-Banana,Cell-Scape,1-Jul-03,Noise Rock,3.67,4217,,57
98,The Necks,Drive By,2003,Avant-Garde Jazz,3.7,845,,15
99,Windir,Likferd,27-Mar-03,Melodic Black Metal,3.67,1174,,13
100,Pride of Lions,Pride of Lions,10-Nov-03,"AOR, Hard Rock",3.7,200,,11
101,Broadcast,Haha Sound,11-Aug-03,"Dream Pop, Indietronica, Neo-Psychedelia",3.66,3233,,53
102,The Exploding Hearts,Guitar Romantic,1-Apr-03,"Power Pop, Garage Punk, Pop Punk",3.67,1745,,55
103,Off Minor,The Heat Death of the Universe,28-Jan-03,"Screamo, Post-Hardcore",3.67,1353,,21
104,Liekki,Korppi,24-Apr-03,"Indie Pop, Progressive Pop",3.72,287,,2
105,Steve Hackett,To Watch the Storms,9-Jun-03,"Progressive Rock, Art Rock",3.72,366,,13
106,Arena,Contagion,27-Jan-03,Neo-Prog,3.68,489,,16
107,Drawn and Quartered,Extermination Revelry,14-Oct-03,Death Metal,3.7,250,,4
108,Josh Rouse,1972,26-Aug-03,"Singer/Songwriter, Pop Rock, Indie Pop",3.69,727,,27
109,Zehetmair Quartett,Robert Schumann,10-Feb-03,"Romanticism, Chamber Music",3.75,137,,3
110,Falkenbach,Ok nefna tysvar ty,3-Nov-03,"Viking Metal, Folk Metal",3.67,890,,8
111,Justin Sullivan,Navigating by the Stars,27-Jan-03,"Contemporary Folk, Singer/Songwriter",3.75,130,,5
112,Lhasa,The Living Road,4-Nov-03,"Contemporary Folk, Singer/Songwriter, Mexican Music",3.69,540,,15
113,Lewis Black,Rules of Enragement,23-Sep-03,Stand-Up Comedy,3.67,163,,12
114,Twisted Tower Dire,Crest of the Martyrs,26-May-03,"Power Metal, Heavy Metal, US Power Metal",3.72,214,,4
115,Belle & Sebastian,Dear Catastrophe Waitress,6-Oct-03,"Chamber Pop, Indie Pop, Twee Pop",3.64,5617,,112
116,Flexxip,Ten Typ Mes i Emil Blef: Fach,2003,"Boom Bap, Hip Hop",3.71,NA,NA,NA
117,조영욱 [Jo Yeong-wook],올드보이 (Old Boy),9-Dec-03,"Film Score, Modern Classical",3.68,460,,3
118,Leviathan,The Tenth Sub Level of Suicide,29-Sep-03,"Depressive Black Metal, Black Metal",3.65,1824,,22
119,Space Odyssey,Embrace the Galaxy,2003,"Neoclassical Metal, Progressive Metal, Power Metal",3.7,147,,5
120,King Diamond,The Puppet Master,21-Oct-03,Heavy Metal,3.66,1050,,24
1,Madvillain,Madvillainy,23-Mar-04,Abstract Hip Hop,4.26,33270,,369
2,Kanye West,The College Dropout,10-Feb-04,"Chipmunk Soul, Pop Rap, Hip Hop",4.02,31732,,247
3,Arcade Fire,Funeral,14-Sep-04,"Indie Rock, Chamber Pop",3.97,36068,,837
4,MF DOOM,Mm.. Food,16-Nov-04,"East Coast Hip Hop, Abstract Hip Hop",4.05,18181,,131
5,三宅優 [Yu Miyake],塊魂サウンドトラック「塊フォルテッシモ魂」 (Katamari Damacy Soundtrack: Katamari Fortissimo Damacy),19-May-04,"Video Game Music, Shibuya-kei, Picopop",3.99,2119,,31
6,Isis,Panopticon,19-Oct-04,"Atmospheric Sludge Metal, Post-Metal",3.88,9418,,160
7,"戸越まごめ [Magome Togoshi], 折戸伸治 [Shinji Orito] & 麻枝准 [Jun Maeda]",Clannad －クラナド－,13-Aug-04,"Sequencer & Tracker, Neoclassical New Age, Video Game Music, Orchestral",3.95,257,,5
8,Mastodon,Leviathan,31-Aug-04,"Sludge Metal, Progressive Metal",3.85,11428,,168
9,Takács Quartet,The Late String Quartets,2-Nov-04,"Chamber Music, Romanticism",3.95,NA,NA,NA
10,渋さ知らズ [Shibusashirazu],渋星 (Shibuboshi),18-Jan-04,"Experimental Big Band, Jazz Fusion",3.89,984,,7
11,Nick Cave & The Bad Seeds,Abattoir Blues / The Lyre of Orpheus,20-Sep-04,"Alternative Rock, Art Rock",3.84,5921,,103
12,Nujabes / Fat Jon,Samurai Champloo Music Record: Departure,23-Jun-04,"Instrumental Hip Hop, Television Music",3.87,2067,,13
13,The Mighty Boosh,The Complete Radio Series,8-Nov-04,"Comedy, Radio Drama",3.89,138,,5
14,James Newton Howard,The Village,27-Jul-04,"Film Score, Cinematic Classical",3.89,277,,2
15,Madvillain,Madvillainy Instrumentals,21-Aug-04,Instrumental Hip Hop,3.86,623,,5
16,Converge,You Fail Me,20-Sep-04,"Mathcore, Metalcore",3.81,5447,,56
17,Pig Destroyer,Terrifyer,12-Oct-04,Grindcore,3.81,3711,,53
18,Magma,K.A,8-Nov-04,"Zeuhl, Jazz-Rock",3.83,1639,,33
19,Elliott Smith,From a Basement on the Hill,19-Oct-04,"Singer/Songwriter, Indie Rock",3.81,6317,,116
20,Coil,Black Antlers,4-Jun-04,"Electronic, Post-Industrial, Experimental",3.82,2384,,20
21,Brian Wilson,Smile,28-Sep-04,"Psychedelic Pop, Baroque Pop, Progressive Pop",3.78,5738,,210
22,Joanna Newsom,The Milk-Eyed Mender,23-Mar-04,"Contemporary Folk, Singer/Songwriter",3.78,7838,,182
23,久石譲 [Joe Hisaishi],ハウルの動く城 (Hauru no ugoku shiro),19-Nov-04,"Film Score, Cinematic Classical",3.85,383,,1
24,Munly & The Lee Lewis Harlots,Munly & The Lee Lewis Harlots,12-Oct-04,"Gothic Country, Americana",3.81,1351,,21
25,Neurosis,The Eye of Every Storm,29-Jun-04,"Atmospheric Sludge Metal, Post-Rock, Post-Metal",3.77,3796,,68
26,神保伸太郎 [Syntaro Jimbo] / 磯江俊道 [Toshimichi Isoe],Song of Saya,27-Feb-04,"Ambient, Video Game Music",3.86,146,,2
27,Ceza,Rapstar,2004,"Hip Hop, Conscious Hip Hop",3.84,192,,1
28,Marillion,Marbles,3-May-04,"Progressive Rock, Alternative Rock",3.78,1680,,74
29,山岡晃 [Akira Yamaoka],Silent Hill 4 -The Room-,17-Jun-04,"Video Game Music, Ambient, Trip Hop",3.79,869,,18
30,Bark Psychosis,///Codename: Dustsucker,26-Jul-04,Post-Rock,3.78,3011,,42
31,Masta Ace,A Long Hot Summer,3-Aug-04,"East Coast Hip Hop, Boom Bap",3.78,1585,,39
32,Lamp,恋人へ (Koibito e),11-Feb-04,"Shibuya-kei, Jazz Pop",3.78,2783,,22
33,Henri Pousseur & Michel Butor,Paysages planétaires,2004,"Musique concrète, Sound Collage",3.8,272,,3
34,Black Alien,"Babylon by Gus, Vol 1: O ano do macaco",2004,Conscious Hip Hop,3.81,333,,4
35,Sufjan Stevens,Seven Swans,16-Mar-04,"Singer/Songwriter, Indie Folk, Chamber Folk",3.73,8980,,110
36,Cult of Luna,Salvation,4-Oct-04,"Atmospheric Sludge Metal, Post-Metal",3.75,2724,,35
37,Drudkh,Autumn Aurora,1-Feb-04,"Atmospheric Black Metal, Pagan Black Metal",3.74,4013,,48
38,Disillusion,Back to Times of Splendor,5-Apr-04,Progressive Metal,3.73,1729,,55
39,Corea,Los peores 7 km de mi vida,4-Dec-04,"Screamo, Post-Rock",3.76,1122,,15
40,Orphaned Land,Mabool: The Story of the Three Sons of Seven,23-Feb-04,"Progressive Metal, Folk Metal",3.72,2353,,70
41,Deathspell Omega,"Si monvmentvm reqvires, circvmspice",4-Feb-04,Black Metal,3.72,3542,,53
42,Exodus,Tempo of the Damned,2-Feb-04,Thrash Metal,3.74,2034,,64
43,Harry Gregson-Williams & 日比野則彦 [Norihiko Hibino],Metal Gear Solid 3: Snake Eater,15-Dec-04,"Video Game Music, Cinematic Classical",3.79,347,,2
44,Wilco,A Ghost Is Born,22-Jun-04,Alternative Rock,3.73,6442,,171
45,Angra,Temple of Shadows,6-Sep-04,Power Metal,3.71,1671,,52
46,My Dying Bride,"Songs of Darkness, Words of Light",23-Feb-04,"Death Doom Metal, Gothic Metal, Doom Metal",3.73,1561,,31
47,Animal Collective,Sung Tongs,3-May-04,"Freak Folk, Neo-Psychedelia, Avant-Folk",3.67,14334,,206
48,Gaelle,Transient,26-Oct-04,"Contemporary R&B, Downtempo",3.77,356,,3
49,Motörhead,Inferno,22-Jun-04,"Heavy Metal, Hard Rock",3.74,1928,,63
50,Pagan Altar,The Lords of Hypocrisy,8-Oct-04,"Heavy Metal, Traditional Doom Metal",3.75,881,,10
51,Michael Giacchino,The Incredibles,2-Nov-04,"Film Score, Cinematic Classical",3.78,239,,2
52,Gustav Leonhardt,Goldberg Variations,29-Mar-04,Baroque Music,3.78,NA,NA,NA
53,Enslaved,Isa,18-Oct-04,"Progressive Metal, Black Metal",3.72,2401,,28
54,Drive-By Truckers,The Dirty South,24-Aug-04,Southern Rock,3.75,1330,,26
55,The Chasm,The Spell of Retribution,8-Nov-04,Death Metal,3.74,661,,4
56,mewithoutYou,Catch for Us the Foxes,5-Oct-04,"Post-Hardcore, Indie Rock",3.73,2312,,30
57,The Mountain Goats,We Shall All Be Healed,4-Feb-04,"Indie Folk, Singer/Songwriter",3.76,1383,,11
58,Pezet-NoonPezetNoon,Muzyka poważna,19-Apr-04,"Boom Bap, Hip Hop",3.75,863,,6
59,Łona,Nic dziwnego,20-May-04,Hip Hop,3.76,525,,4
60,The Go! Team,"Thunder, Lightning, Strike",13-Sep-04,"Indietronica, Indie Rock, Alternative Dance",3.7,4644,,123
61,John Williams,Harry Potter and the Prisoner of Azkaban,25-May-04,"Film Score, Cinematic Classical",3.74,393,,5
62,Studio Pixel,Cave Story,20-Dec-04,"Video Game Music, Chiptune, Sequencer & Tracker",3.76,314,,3
63,Wuthering Heights,Far From the Madding Crowd,19-Jan-04,"Power Metal, Progressive Metal, Folk Metal",3.67,716,,26
64,Marilyn Nonken,Feldman Edition 8: Triadic Memories,4-Jun-04,Modern Classical,3.76,160,,2
65,Nasum,Shift,11-Oct-04,Grindcore,3.72,1178,,12
66,Jason Hayes,World of Warcraft,23-Nov-04,"Video Game Music, Orchestral, Cinematic Classical",3.77,189,,2
67,Flotation Toy Warning,Bluffer's Guide to the Flight Deck,6-Sep-04,"Neo-Psychedelia, Indie Pop",3.7,2124,,49
68,Neal Morse,One,2-Nov-04,"Progressive Rock, Christian Rock, Symphonic Prog",3.72,483,,16
69,Natural Snow Buildings,The Winter Ray,2004,Post-Rock,3.72,682,,11
70,Clutch,Blast Tyrant,30-Mar-04,"Stoner Rock, Hard Rock",3.7,2052,,23
71,Daniel Darc,Crève cœur,30-Mar-04,Nouvelle chanson française,3.75,178,,4
72,川井憲次 [Kenji Kawai],Innocence O.S.T.,3-Mar-04,"Film Score, Ambient",3.79,142,,2
73,Force of Nature / Nujabes / Fat Jon,Samurai Champloo Music Record: Impression,22-Sep-04,"Instrumental Hip Hop, Television Music",3.72,1308,,8
74,IQ,Dark Matter,29-Jun-04,"Neo-Prog, Symphonic Prog",3.7,807,,25
75,The Ruins of Beverast,Unlock the Shrine,3-Aug-04,"Atmospheric Black Metal, Black Metal",3.7,1169,,20
76,Wintersun,Wintersun,13-Sep-04,"Melodic Death Metal, Power Metal",3.62,3143,,90
77,Max Richter,The Blue Notebooks,23-Feb-04,Modern Classical,3.69,2624,,19
78,Threshold,Subsurface,1-Jul-04,Progressive Metal,3.69,524,,15
79,Disclose,"Yesterday's Fairytale, Tomorrow's Nightmare",2004,"D-Beat, Japanese Hardcore",3.76,146,,1
80,Ayreon,The Human Equation,24-May-04,"Progressive Metal, Rock Opera, Progressive Rock",3.61,3066,,106
81,Vàli,Forlatt,16-Aug-04,Dark Folk,3.71,1434,,24
82,The Divine Comedy,Absent Friends,29-Mar-04,"Baroque Pop, Art Pop",3.71,1104,,40
83,Micah P. Hinson,Micah P. Hinson and the Gospel of Progress,6-Sep-04,"Singer/Songwriter, Indie Folk",3.71,685,,15
84,The Dillinger Escape Plan,Miss Machine,20-Jul-04,Mathcore,3.66,4357,,73
85,Mark Lanegan Band,Bubblegum,2-Aug-04,"Alternative Rock, Singer/Songwriter",3.7,1761,,38
86,Tomasz Stanko Quartet,Suspended Night,2-Feb-04,ECM Style Jazz,3.74,312,,2
87,Dungen,Ta det lugnt,21-Jun-04,"Psychedelic Rock, Neo-Psychedelia",3.69,2546,,56
88,Reigning Sound,Too Much Guitar,4-May-04,"Garage Rock, Garage Punk, Punk Blues",3.7,764,,21
89,Taller Dejao,El brillo que tiene es lo humano que le queda,2004,Indie Rock,3.75,192,,5
90,Tom Waits,Real Gone,5-Oct-04,Experimental Rock,3.68,3760,,89
91,Yo-Yo Ma,Yo-Yo Ma Plays Ennio Morricone,28-Sep-04,"Modern Classical, Spaghetti Western, Cinematic Classical",3.74,177,,5
92,Jesu,Jesu,8-Dec-04,"Drone Metal, Shoegaze, Post-Metal",3.65,5526,,80
93,J.J. Cale,To Tulsa and Back,8-Jun-04,"Blues Rock, Roots Rock",3.74,244,,10
94,Pan Sonic,Kesto (234.48:4),17-May-04,"Post-Industrial, Power Noise, Drone, Electronic",3.68,1751,,32
95,Esoteric,Subconscious Dissolution Into the Continuum,28-Jun-04,Funeral Doom Metal,3.68,962,,18
96,Brocas Helm,Defender of the Crown,4-Jul-04,"Heavy Metal, US Power Metal",3.69,532,,10
97,Antònia Font,Taxi,3-May-04,Indie Pop,3.74,211,,5
98,Mor ve Ötesi,Dünya Yalan Söylüyor,15-Jun-04,Alternative Rock,3.71,244,,8
99,My Chemical Romance,Three Cheers for Sweet Revenge,8-Jun-04,"Emo-Pop, Pop Punk, Post-Hardcore",3.58,8783,,122
100,The Ex,Turn,14-Sep-04,"Post-Punk, Noise Rock",3.7,415,,6
101,John Frusciante,Shadows Collide With People,24-Feb-04,"Singer/Songwriter, Alternative Rock, Art Rock",3.68,2080,,60
102,Black Bonzo,Lady of the Light,2004,"Progressive Rock, Hard Rock",3.72,296,,16
103,Glenn Jones,This Is the Wind That Blows It Out: Solos for 6 & 12 String Guitar,6-Jul-04,American Primitivism,3.72,386,,5
104,Therion,Sirius B,24-May-04,Symphonic Metal,3.66,1034,,15
105,Harold Budd,Avalon Sutra / As Long As I Can Hold My Breath,1-Nov-04,"Ambient, Neoclassical New Age, Minimalism",3.7,744,,8
106,Jon Brion,Eternal Sunshine of the Spotless Mind,16-Mar-04,"Film Score, Film Soundtrack",3.7,865,,20
107,Therion,Lemuria,24-May-04,Symphonic Metal,3.64,1181,,20
108,Ron Sexsmith,Retriever,17-May-04,"Singer/Songwriter, Indie Pop",3.71,393,,17
109,Gonzales,Solo Piano,2004,Modern Classical,3.7,549,,12
110,The Nels Cline Singers,The Giant Pin,2004,Avant-Garde Jazz,3.76,142,,6
111,Дельфин [Dolphin],Звезда,2004,"Alternative Rock, Indie Rock",3.68,501,,5
112,Joose Keskitalo,Luoja auta,2004,"Singer/Songwriter, Contemporary Folk",3.73,184,,3
113,Hibria,Defying the Rules,28-Nov-04,Power Metal,3.66,537,,28
114,of Montreal,Satanic Panic in the Attic,6-Apr-04,"Psychedelic Pop, Indie Pop, Neo-Psychedelia",3.65,4397,,74
115,東京事変 [Tokyo Jihen],教育 (Kyōiku),25-Nov-04,"Art Rock, Pop Rock",3.68,696,,5
116,The Hidden Hand,Mother * Teacher * Destroyer,1-Aug-04,"Doom Metal, Stoner Metal",3.7,295,,8
117,Magenta,Seven,1-Mar-04,Neo-Prog,3.7,259,,14
118,Nurse With Wound,Shipwreck Radio Volume One: Seven Sonic Structures From Utvær,4-Nov-04,"Dark Ambient, Field Recordings, Experimental",3.68,377,,3
119,John Frusciante,The Will to Death,22-Jun-04,"Indie Rock, Singer/Songwriter",3.68,1466,,30
120,Гражданская оборона [Grazhdanskaya Oborona],Долгая счастливая жизнь,10-Sep-04,"Psychedelic Rock, Post-Punk",3.67,517,,4
1,Sufjan Stevens,Illinois,5-Jul-05,"Chamber Pop, Singer/Songwriter",4.07,26388,,402
2,Kanye West,Late Registration,30-Aug-05,Hip Hop,3.97,28254,,221
3,Coil,The Ape of Naples,2-Dec-05,"Post-Industrial, Electronic, Experimental",3.93,10403,,111
4,Opeth,Ghost Reveries,30-Aug-05,Progressive Metal,3.89,9407,,217
5,大谷幸 [Ko Otani],ワンダと巨像 大地の咆哮 (Wander and the Colossus: Roar of the Earth),7-Dec-05,"Video Game Music, Orchestral, Cinematic Classical",3.94,855,,14
6,Bolt Thrower,Those Once Loyal,14-Nov-05,Death Metal,3.91,3592,,61
7,Choro Club feat. Senoo,Aria the Animation,23-Nov-05,"Television Music, Choro",3.97,255,,2
8,Gorillaz,Demon Days,24-May-05,Art Pop,3.79,24563,,234
9,Gojira,From Mars to Sirius,27-Sep-05,"Progressive Metal, Death Metal",3.85,7885,,114
10,Nujabes,Modal Soul,11-Nov-05,"Jazz Rap, Instrumental Hip Hop",3.87,7997,,53
11,Common,Be,24-May-05,Conscious Hip Hop,3.87,7252,,125
12,Maurizio Pollini,Nocturnes,5-Oct-05,Romanticism,3.92,327,,2
13,Sleater-Kinney,The Woods,24-May-05,Indie Rock,3.85,6314,,111
14,Moonsorrow,Verisäkeet,23-Feb-05,"Folk Metal, Black Metal, Pagan Black Metal",3.84,2822,,54
15,Boris,Pink,18-Nov-05,"Noise Rock, Stoner Metal",3.82,11190,,128
16,高田雅史 [Masafumi Takada],killer7: Original Sound Track,20-Jul-05,"Video Game Music, Trip Hop",3.92,167,,2
17,Animal Collective,Feels,18-Oct-05,Neo-Psychedelia,3.78,15299,,232
18,Porcupine Tree,Deadwing,28-Mar-05,Progressive Rock,3.81,8210,,208
19,The National,Alligator,12-Apr-05,"Indie Rock, Post-Punk Revival",3.79,9413,,159
20,CunninLynguists,A Piece of Strange,22-Nov-05,"Southern Hip Hop, Conscious Hip Hop",3.82,4530,,72
21,Little Brother,The Minstrel Show,13-Sep-05,"Southern Hip Hop, Conscious Hip Hop",3.85,1693,,30
22,The Mars Volta,Frances the Mute,1-Mar-05,"Progressive Rock, Experimental Rock, Art Rock",3.76,11850,,319
23,Gospel,The Moon Is a Dead World,24-May-05,"Post-Hardcore, Screamo",3.81,4115,,43
24,Sigur Rós,Takk...,13-Sep-05,Post-Rock,3.76,13028,,236
25,The Mountain Goats,The Sunset Tree,26-Apr-05,"Indie Folk, Singer/Songwriter",3.81,4595,,58
26,Rosetta,The Galilean Satellites,18-Oct-05,"Atmospheric Sludge Metal, Post-Metal",3.81,2186,,52
27,杉森雅和 [Masakazu Sugimori],逆転裁判　蘇る逆転　オリジナル・サウンドトラック (Gyakuten Saiban Yomigaeru Gyakuten Original Soundtrack),30-Nov-05,"Video Game Music, Sequencer & Tracker",3.88,175,,1
28,Primordial,The Gathering Wilderness,7-Feb-05,Folk Metal,3.8,1802,,30
29,Dälek,Absence,8-Feb-05,"Industrial Hip Hop, Conscious Hip Hop, Abstract Hip Hop, Experimental Hip Hop",3.77,5665,,78
30,長沼英樹 [Hideki Naganuma],Sonic Rush: Original Groove Rush.,23-Nov-05,"Breakbeat, Video Game Music",3.87,164,,3
31,Nacho Vegas,Desaparezca aquí,11-Apr-05,"Folk Rock, Singer/Songwriter",3.83,509,,9
32,Kamelot,The Black Halo,14-Mar-05,"Power Metal, Rock Opera",3.75,2353,,54
33,Chris Rea,(Blue Guitars),17-Oct-05,"Electric Blues, British Blues",3.82,200,,14
34,SpongeBob SquarePants,The Yellow Album,15-Nov-05,"Television Music, Musical Comedy, Children's Music, Rock, Pop",3.78,659,,12
35,John Williams,Star Wars Episode III: Revenge of the Sith,3-May-05,"Film Score, Cinematic Classical",3.8,652,,6
36,Various Artists,みんな大好き塊魂オリジナルサウンドトラック「塊は魂」 (Minna Daisuki Katamari Damacy Original Soundtrack: Katamari wa Damacy),20-Jul-05,"Video Game Music, Shibuya-kei",3.84,223,,11
37,Nile,Annihilation of the Wicked,24-May-05,Technical Death Metal,3.77,3422,,77
38,Estonian National Symphony Orchestra / Paavo Järvi / Peter Mattei / Camilla Tilling / Charlotte HellekantEesti Riiklik SümfooniaorkesterPaavo JärviPeter MatteiCamilla TillingCharlotte Hellekant,Peer Gynt,9-May-05,Romanticism,3.85,NA,NA,NA
39,Venetian Snares,Rossz csillag alatt született,14-Mar-05,"Breakcore, Drill and Bass, Modern Classical",3.73,8037,,114
40,Riverside,Second Life Syndrome,31-Oct-05,Progressive Rock,3.76,2928,,69
41,Nevermore,This Godless Endeavor,26-Jul-05,"Thrash Metal, Progressive Metal",3.75,2684,,64
42,The Newfound Interest in Connecticut,Tell Me About the Long Dark Path Home,2005,"Midwest Emo, Post-Rock",3.77,2134,,22
43,Kent,Du & jag döden,15-Mar-05,"Alternative Rock, Pop Rock",3.78,1198,,19
44,Asko Ensemble / WDR Sinfonieorchester Köln / Stefan Asbury / Garth Knox,Les espaces acoustiques,5-Jan-05,Spectralism,3.8,636,,5
45,The Tallis Scholars / Peter Phillips,Miserere / Missa Papae Marcelli / Vox Patris caelestis,2005,"Renaissance Music, Choral, Christian Liturgical Music, Polyphonic Chant",3.8,261,,8
46,Eliane Radigue,L'île re-sonante,2005,Drone,3.79,539,,3
47,Robin Guthrie & Harold Budd,Mysterious Skin,24-May-05,"Ambient, Film Score",3.8,465,,12
48,Strapping Young Lad,Alien,5-Mar-05,Industrial Metal,3.74,2744,,64
49,Dario Marianelli,Pride & Prejudice,19-Sep-05,"Film Score, Cinematic Classical",3.8,179,,2
50,Lurker of Chalice,Lurker of Chalice,27-Jun-05,Atmospheric Black Metal,3.73,1772,,30
51,Ryan Adams & The Cardinals,Cold Roses,3-May-05,"Alt-Country, Americana",3.75,1756,,65
52,Boards of Canada,The Campfire Headphase,17-Oct-05,"IDM, Folktronica",3.69,9066,,122
53,Edan,Beauty and the Beat,29-Mar-05,"East Coast Hip Hop, Abstract Hip Hop, Experimental Hip Hop, Psychedelia",3.72,3421,,57
54,Smog,A River Ain't Too Much to Love,31-May-05,"Contemporary Folk, Singer/Songwriter",3.75,1618,,29
55,Mogwai,Government Commissions: BBC Sessions 1996-2003,21-Feb-05,Post-Rock,3.74,1372,,21
56,Lightning Bolt,Hypermagic Mountain,18-Oct-05,Noise Rock,3.72,3691,,51
57,Johnny Hobo and the Freight Trains / ManTits,Love Songs for the Apocalypse,28-Aug-05,Folk Punk,3.69,753,,5
58,The Cracow Klezmer Band,Sanatorium Under the Sign of the Hourglass: A Tribute to Bruno Schulz,5-Aug-05,Klezmer,3.78,158,,3
59,Matt Elliott,Drinking Songs,5-Feb-05,"Contemporary Folk, Singer/Songwriter, Slowcore",3.7,3503,,36
60,Ali Farka Touré & Toumani Diabaté,In the Heart of the Moon,13-Sep-05,"Mande Music, Songhai Music",3.76,743,,20
61,Pat Metheny Group,The Way Up,24-Jan-05,Jazz Fusion,3.74,874,,22
62,The Mountain Goats,"Come, Come to the Sunset Tree",2005,"Indie Folk, Singer/Songwriter",3.75,374,,6
63,Neal Morse,?,1-Nov-05,"Progressive Rock, Christian Rock, Symphonic Prog",3.7,633,,19
64,Wussy,Funeral Dress,6-Dec-05,Indie Rock,3.75,277,,3
65,Paul McCartney,Chaos and Creation in the Backyard,12-Sep-05,"Singer/Songwriter, Pop Rock",3.71,2557,,117
66,Kate Bush,Aerial,4-Nov-05,"Art Pop, Ambient Pop",3.7,4487,,134
67,David Thomas Broughton,The Complete Guide to Insufficiency,13-Dec-05,"Singer/Songwriter, Avant-Folk",3.71,2392,,32
68,Broadcast,Tender Buttons,19-Sep-05,"Indietronica, Dream Pop",3.68,6060,,56
69,Okkervil River,Black Sheep Boy,5-Apr-05,"Indie Rock, Indie Folk",3.69,3315,,64
70,Richard Hawley,Coles Corner,5-Sep-05,"Singer/Songwriter, Chamber Pop, Traditional Pop",3.72,1425,,43
71,One Be Lo,s.o.n.o.g.r.a.m.,8-Feb-05,Conscious Hip Hop,3.74,554,,15
72,Гражданская оборона [Grazhdanskaya Oborona],Лунный переворот,2005,"Psychedelic Rock, Post-Punk",3.74,374,,2
73,Mournful Congregation,The Monad of Creation,5-Mar-05,Funeral Doom Metal,3.7,835,,10
74,Taake,...Doedskvad,28-Feb-05,"Black Metal, Melodic Black Metal",3.69,1666,,19
75,Oceansize,Everyone Into Position,19-Sep-05,Progressive Rock,3.71,1480,,37
76,Clutch,Robot Hive / Exodus,21-Jun-05,"Stoner Rock, Hard Rock",3.7,1132,,19
77,Meshuggah,Catch Thirtythree,23-May-05,Djent,3.65,3922,,94
78,John Frusciante,Curtains,25-Jan-05,"Singer/Songwriter, Acoustic Rock, Indie Folk",3.69,2638,,48
79,Funeral Diner,The Underdark,29-Mar-05,Screamo,3.7,1424,,16
80,John Williams,Memoirs of a Geisha,22-Nov-05,"Film Score, Cinematic Classical",3.77,159,,4
81,Thåström,Skebokvarnsv. 209,16-Nov-05,Singer/Songwriter,3.74,201,,3
82,The Drones,Wait Long by the River and the Bodies of Your Enemies Will Float By,18-Apr-05,"Punk Blues, Garage Rock",3.7,1424,,23
83,Wolf Parade,Apologies to the Queen Mary,27-Sep-05,Indie Rock,3.67,4483,,111
84,Reverend Bizarre,II: Crush the Insects,15-Jun-05,"Doom Metal, Traditional Doom Metal",3.7,1058,,21
85,Sharon Jones and The Dap-Kings,Naturally,25-Jan-05,"Soul, Funk",3.72,869,,18
86,Josh Rouse,Nashville,22-Feb-05,"Singer/Songwriter, Pop Rock, Folk Rock",3.71,846,,37
87,Możdżer Danielsson Fresco,The Time,25-Sep-05,Chamber Jazz,3.74,268,,2
88,Antony and the Johnsons,I Am a Bird Now,1-Feb-05,"Chamber Pop, Singer/Songwriter",3.65,5848,,160
89,PMMP,Kovemmat kädet,9-Mar-05,"Pop Rock, Art Pop",3.72,410,,9
90,Yndi Halda,Enjoy Eternal Bliss,5-Dec-05,Post-Rock,3.67,3217,,86
91,Timeless Miracle,Into the Enchanted Chamber,27-Jun-05,Power Metal,3.63,387,,21
92,Bloc Party,Silent Alarm,14-Feb-05,"Post-Punk Revival, Indie Rock",3.62,10802,,236
93,The Decemberists,Picaresque,22-Mar-05,"Chamber Pop, Indie Folk, Indie Pop",3.65,5193,,140
94,Draconian,Arcane Rain Fell,24-Jan-05,"Gothic Metal, Doom Metal",3.67,989,,18
95,Andrew Bird,Andrew Bird & The Mysterious Production of Eggs,8-Feb-05,"Singer/Songwriter, Chamber Pop",3.66,4397,,95
96,toe,The Book About My Idle Plot on a Vague Anxiety,31-Aug-05,"Math Rock, Post-Rock",3.67,3941,,33
97,Falkenbach,Heralding: The Fireblade,25-Nov-05,"Viking Metal, Black Metal",3.69,849,,9
98,Gotthard,Lipservice,6-Jun-05,"Hard Rock, AOR",3.67,387,,17
99,Mew,And the Glass Handed Kites,26-Sep-05,"Dream Pop, Progressive Pop",3.66,3351,,83
100,Akercocke,"Words That Go Unspoken, Deeds That Go Undone",10-Oct-05,Death Metal,3.66,1312,,31
101,Esbjörn Svensson Trio,Viaticum,24-Jan-05,"Jazz Fusion, ECM Style Jazz",3.7,599,,8
102,Sieges Even,The Art of Navigating by the Stars,27-Sep-05,"Progressive Rock, Progressive Metal",3.67,616,,31
